pace,shooting,passing,dribbling,defending,physic,overall
64.0,38.0,56.0,60.0,62.0,71.0,63
81.0,55.0,39.0,61.0,19.0,43.0,56
64.0,29.0,45.0,46.0,66.0,76.0,66
79.0,80.0,81.0,85.0,36.0,69.0,82
83.0,31.0,52.0,59.0,58.0,58.0,63
83.0,53.0,54.0,63.0,48.0,50.0,62
32.0,72.0,59.0,65.0,47.0,74.0,69
71.0,80.0,73.0,76.0,72.0,78.0,79
71.0,56.0,66.0,64.0,81.0,79.0,81
38.0,42.0,62.0,57.0,67.0,78.0,69
62.0,64.0,52.0,60.0,20.0,69.0,63
74.0,59.0,36.0,55.0,19.0,40.0,56
78.0,57.0,65.0,64.0,62.0,70.0,69
69.0,41.0,55.0,58.0,71.0,74.0,71
37.0,49.0,62.0,57.0,64.0,76.0,66
54.0,54.0,56.0,59.0,54.0,61.0,58
67.0,26.0,47.0,50.0,66.0,75.0,67
90.0,43.0,57.0,67.0,61.0,71.0,68
58.0,58.0,61.0,63.0,56.0,72.0,62
84.0,54.0,52.0,62.0,48.0,56.0,60
77.0,55.0,68.0,69.0,75.0,77.0,75
71.0,48.0,61.0,63.0,61.0,71.0,67
56.0,60.0,38.0,53.0,26.0,73.0,60
78.0,45.0,59.0,62.0,70.0,61.0,73
62.0,46.0,55.0,57.0,55.0,53.0,57
84.0,70.0,67.0,68.0,65.0,83.0,71
57.0,63.0,74.0,75.0,74.0,76.0,75
75.0,64.0,60.0,64.0,25.0,66.0,65
67.0,28.0,47.0,42.0,57.0,67.0,58
73.0,34.0,54.0,62.0,72.0,68.0,70
76.0,43.0,54.0,66.0,60.0,83.0,66
39.0,37.0,56.0,50.0,68.0,76.0,68
66.0,51.0,60.0,61.0,69.0,78.0,71
73.0,67.0,71.0,73.0,73.0,75.0,76
69.0,37.0,49.0,61.0,63.0,62.0,63
76.0,56.0,62.0,71.0,69.0,73.0,73
57.0,38.0,61.0,63.0,67.0,64.0,68
58.0,59.0,64.0,63.0,50.0,69.0,65
55.0,63.0,51.0,59.0,26.0,82.0,64
86.0,45.0,55.0,62.0,57.0,73.0,65
66.0,41.0,55.0,61.0,57.0,57.0,62
63.0,67.0,78.0,82.0,63.0,54.0,77
72.0,39.0,55.0,61.0,59.0,65.0,63
74.0,61.0,69.0,70.0,49.0,67.0,68
80.0,64.0,62.0,70.0,38.0,50.0,67
70.0,54.0,57.0,60.0,53.0,55.0,60
59.0,51.0,63.0,63.0,63.0,67.0,63
66.0,26.0,44.0,47.0,67.0,74.0,67
59.0,51.0,61.0,61.0,76.0,82.0,76
70.0,61.0,58.0,70.0,62.0,70.0,64
77.0,61.0,62.0,64.0,37.0,48.0,64
72.0,62.0,54.0,64.0,27.0,52.0,62
51.0,32.0,33.0,36.0,64.0,75.0,63
73.0,52.0,60.0,63.0,58.0,71.0,63
67.0,45.0,60.0,63.0,44.0,52.0,58
71.0,28.0,41.0,52.0,49.0,51.0,52
72.0,53.0,52.0,63.0,33.0,44.0,60
76.0,37.0,49.0,53.0,74.0,85.0,75
84.0,63.0,55.0,66.0,31.0,52.0,63
52.0,68.0,74.0,68.0,65.0,65.0,70
78.0,84.0,81.0,80.0,67.0,78.0,84
55.0,36.0,44.0,48.0,47.0,50.0,49
64.0,41.0,57.0,56.0,41.0,55.0,55
62.0,38.0,54.0,52.0,37.0,51.0,52
80.0,63.0,66.0,69.0,54.0,61.0,66
84.0,51.0,52.0,65.0,27.0,50.0,61
67.0,38.0,51.0,52.0,69.0,74.0,68
57.0,53.0,63.0,72.0,59.0,60.0,67
70.0,56.0,67.0,71.0,80.0,79.0,79
68.0,36.0,51.0,53.0,66.0,63.0,65
76.0,61.0,51.0,61.0,27.0,49.0,60
79.0,64.0,61.0,70.0,46.0,61.0,67
69.0,59.0,57.0,62.0,39.0,61.0,62
72.0,66.0,72.0,70.0,43.0,68.0,70
48.0,39.0,47.0,51.0,65.0,67.0,63
66.0,60.0,61.0,65.0,34.0,59.0,61
87.0,59.0,63.0,68.0,62.0,67.0,66
75.0,55.0,63.0,66.0,60.0,73.0,66
57.0,49.0,67.0,66.0,66.0,67.0,67
71.0,31.0,52.0,50.0,54.0,68.0,62
86.0,63.0,61.0,72.0,47.0,55.0,69
55.0,40.0,58.0,49.0,66.0,75.0,68
65.0,47.0,61.0,64.0,41.0,48.0,60
71.0,69.0,52.0,64.0,25.0,63.0,68
76.0,62.0,57.0,69.0,40.0,53.0,66
70.0,42.0,57.0,60.0,50.0,53.0,57
82.0,50.0,51.0,65.0,23.0,34.0,58
64.0,64.0,67.0,68.0,66.0,69.0,70
68.0,36.0,62.0,64.0,76.0,77.0,75
61.0,46.0,66.0,64.0,44.0,50.0,62
68.0,60.0,41.0,58.0,25.0,69.0,61
58.0,61.0,75.0,72.0,63.0,65.0,72
71.0,48.0,68.0,71.0,71.0,74.0,73
82.0,55.0,51.0,61.0,19.0,56.0,60
66.0,49.0,70.0,66.0,63.0,70.0,68
75.0,36.0,49.0,57.0,53.0,52.0,61
59.0,45.0,59.0,58.0,78.0,82.0,77
89.0,70.0,74.0,76.0,39.0,53.0,77
93.0,50.0,50.0,71.0,28.0,49.0,65
67.0,58.0,60.0,62.0,48.0,58.0,61
61.0,45.0,63.0,64.0,49.0,44.0,60
66.0,32.0,43.0,50.0,50.0,59.0,54
68.0,47.0,67.0,66.0,60.0,64.0,65
70.0,55.0,49.0,54.0,40.0,68.0,59
78.0,73.0,63.0,77.0,25.0,60.0,74
79.0,79.0,54.0,71.0,31.0,85.0,75
74.0,41.0,59.0,57.0,64.0,71.0,67
66.0,62.0,62.0,71.0,52.0,54.0,65
60.0,44.0,52.0,59.0,57.0,60.0,58
60.0,23.0,43.0,43.0,63.0,63.0,62
74.0,54.0,59.0,63.0,38.0,45.0,62
66.0,67.0,49.0,63.0,24.0,56.0,67
71.0,59.0,50.0,61.0,24.0,64.0,60
59.0,36.0,47.0,51.0,68.0,68.0,67
63.0,35.0,48.0,51.0,55.0,68.0,58
44.0,45.0,55.0,43.0,68.0,61.0,64
67.0,61.0,50.0,61.0,27.0,63.0,61
85.0,51.0,64.0,71.0,82.0,77.0,80
67.0,64.0,63.0,65.0,38.0,58.0,65
80.0,72.0,65.0,75.0,29.0,66.0,72
74.0,49.0,65.0,70.0,46.0,63.0,67
56.0,63.0,65.0,71.0,70.0,78.0,73
63.0,59.0,64.0,68.0,59.0,67.0,65
47.0,48.0,54.0,61.0,58.0,60.0,60
39.0,69.0,49.0,61.0,29.0,71.0,67
67.0,53.0,59.0,61.0,52.0,51.0,62
73.0,56.0,54.0,70.0,18.0,48.0,63
67.0,58.0,63.0,64.0,70.0,74.0,70
83.0,62.0,64.0,71.0,41.0,69.0,70
71.0,77.0,75.0,77.0,47.0,75.0,77
59.0,27.0,46.0,56.0,64.0,65.0,63
82.0,56.0,62.0,73.0,41.0,46.0,68
60.0,32.0,47.0,54.0,65.0,74.0,66
62.0,62.0,45.0,57.0,25.0,78.0,63
76.0,79.0,75.0,80.0,58.0,68.0,79
67.0,41.0,52.0,56.0,58.0,66.0,60
65.0,36.0,44.0,44.0,34.0,46.0,47
77.0,58.0,64.0,77.0,44.0,56.0,71
65.0,69.0,52.0,60.0,35.0,54.0,65
67.0,60.0,60.0,62.0,67.0,82.0,68
90.0,65.0,71.0,85.0,33.0,50.0,78
65.0,67.0,71.0,74.0,74.0,72.0,75
40.0,42.0,58.0,61.0,69.0,67.0,68
37.0,30.0,45.0,52.0,67.0,65.0,66
50.0,30.0,45.0,57.0,64.0,75.0,66
73.0,29.0,35.0,49.0,48.0,50.0,50
57.0,43.0,54.0,53.0,60.0,60.0,60
75.0,65.0,60.0,67.0,34.0,66.0,64
74.0,63.0,58.0,67.0,39.0,72.0,65
87.0,24.0,53.0,57.0,69.0,52.0,72
78.0,44.0,56.0,58.0,63.0,70.0,66
84.0,62.0,67.0,75.0,68.0,71.0,74
70.0,25.0,35.0,39.0,53.0,53.0,51
62.0,32.0,53.0,45.0,63.0,58.0,61
70.0,54.0,61.0,64.0,75.0,81.0,75
72.0,50.0,63.0,69.0,67.0,58.0,69
70.0,56.0,69.0,75.0,72.0,76.0,75
66.0,59.0,58.0,64.0,30.0,50.0,63
75.0,66.0,48.0,64.0,32.0,73.0,68
66.0,42.0,51.0,58.0,49.0,63.0,54
77.0,58.0,60.0,68.0,45.0,54.0,64
64.0,66.0,66.0,66.0,33.0,64.0,66
59.0,34.0,39.0,46.0,61.0,76.0,63
65.0,46.0,48.0,56.0,34.0,47.0,53
74.0,59.0,47.0,60.0,23.0,54.0,60
81.0,52.0,57.0,64.0,61.0,67.0,65
65.0,23.0,49.0,46.0,68.0,59.0,66
77.0,76.0,76.0,81.0,48.0,59.0,80
80.0,62.0,51.0,67.0,38.0,64.0,63
53.0,64.0,45.0,60.0,20.0,48.0,60
61.0,22.0,44.0,44.0,63.0,64.0,64
75.0,57.0,57.0,66.0,35.0,50.0,63
71.0,42.0,56.0,65.0,71.0,66.0,71
78.0,67.0,65.0,74.0,31.0,56.0,70
70.0,68.0,60.0,71.0,22.0,69.0,70
66.0,58.0,57.0,61.0,29.0,63.0,60
33.0,26.0,44.0,43.0,69.0,75.0,68
66.0,58.0,67.0,70.0,72.0,71.0,73
54.0,31.0,44.0,41.0,66.0,72.0,65
63.0,70.0,78.0,75.0,44.0,60.0,73
53.0,58.0,64.0,64.0,57.0,58.0,62
75.0,72.0,67.0,69.0,38.0,69.0,71
73.0,60.0,61.0,66.0,52.0,49.0,63
72.0,52.0,46.0,58.0,24.0,51.0,56
60.0,51.0,61.0,62.0,54.0,59.0,59
71.0,65.0,55.0,67.0,34.0,70.0,67
65.0,36.0,50.0,56.0,53.0,58.0,57
81.0,46.0,59.0,62.0,57.0,70.0,65
73.0,48.0,42.0,52.0,27.0,43.0,51
76.0,32.0,49.0,56.0,55.0,72.0,60
77.0,55.0,66.0,73.0,71.0,74.0,73
70.0,57.0,61.0,67.0,64.0,66.0,66
64.0,46.0,62.0,62.0,63.0,53.0,65
56.0,21.0,28.0,40.0,54.0,50.0,52
67.0,36.0,48.0,51.0,70.0,72.0,69
87.0,71.0,64.0,82.0,45.0,60.0,77
73.0,48.0,65.0,68.0,66.0,60.0,70
56.0,49.0,57.0,60.0,53.0,60.0,57
58.0,26.0,31.0,33.0,50.0,66.0,52
43.0,49.0,56.0,57.0,66.0,80.0,68
84.0,53.0,41.0,59.0,22.0,41.0,57
70.0,35.0,51.0,66.0,63.0,68.0,66
74.0,53.0,56.0,62.0,57.0,56.0,62
66.0,50.0,65.0,65.0,56.0,67.0,64
70.0,73.0,65.0,72.0,37.0,75.0,73
84.0,67.0,65.0,71.0,63.0,68.0,72
59.0,54.0,65.0,65.0,77.0,82.0,76
79.0,61.0,53.0,64.0,23.0,55.0,63
88.0,51.0,57.0,62.0,56.0,64.0,64
73.0,77.0,72.0,76.0,40.0,68.0,75
37.0,24.0,52.0,49.0,70.0,77.0,69
73.0,73.0,78.0,77.0,43.0,59.0,75
78.0,69.0,53.0,70.0,31.0,49.0,67
67.0,57.0,63.0,68.0,58.0,63.0,65
80.0,55.0,72.0,75.0,70.0,67.0,75
72.0,66.0,51.0,63.0,28.0,76.0,67
74.0,68.0,75.0,77.0,73.0,71.0,77
74.0,65.0,44.0,63.0,26.0,55.0,64
67.0,73.0,78.0,73.0,61.0,65.0,74
68.0,53.0,65.0,65.0,68.0,67.0,72
72.0,49.0,55.0,65.0,60.0,55.0,63
31.0,29.0,42.0,39.0,61.0,72.0,62
67.0,31.0,42.0,51.0,59.0,70.0,61
71.0,33.0,48.0,59.0,57.0,52.0,61
75.0,77.0,79.0,82.0,43.0,69.0,80
81.0,67.0,74.0,78.0,72.0,70.0,77
54.0,53.0,69.0,65.0,74.0,72.0,73
43.0,34.0,38.0,40.0,69.0,77.0,68
75.0,71.0,61.0,71.0,27.0,61.0,72
77.0,49.0,57.0,64.0,63.0,67.0,68
70.0,56.0,74.0,71.0,71.0,71.0,74
67.0,59.0,62.0,63.0,57.0,65.0,62
70.0,58.0,57.0,68.0,34.0,55.0,62
80.0,63.0,59.0,67.0,36.0,59.0,65
74.0,54.0,62.0,64.0,73.0,73.0,72
53.0,38.0,47.0,51.0,63.0,70.0,63
65.0,42.0,56.0,64.0,58.0,58.0,58
90.0,57.0,57.0,67.0,45.0,69.0,66
77.0,68.0,77.0,77.0,36.0,62.0,76
75.0,71.0,63.0,68.0,38.0,71.0,71
75.0,70.0,69.0,72.0,35.0,73.0,71
80.0,63.0,72.0,79.0,70.0,70.0,77
53.0,58.0,71.0,71.0,70.0,71.0,70
39.0,63.0,65.0,65.0,73.0,73.0,74
40.0,39.0,48.0,43.0,71.0,75.0,70
51.0,40.0,50.0,50.0,61.0,69.0,63
59.0,61.0,63.0,67.0,73.0,77.0,75
86.0,63.0,57.0,66.0,34.0,69.0,67
83.0,61.0,68.0,75.0,66.0,75.0,72
71.0,61.0,52.0,65.0,30.0,44.0,63
64.0,36.0,55.0,63.0,61.0,69.0,65
59.0,24.0,39.0,46.0,61.0,62.0,62
60.0,49.0,55.0,59.0,62.0,72.0,64
86.0,55.0,71.0,78.0,65.0,63.0,75
43.0,47.0,40.0,41.0,71.0,81.0,71
64.0,56.0,61.0,60.0,61.0,85.0,63
62.0,32.0,37.0,41.0,62.0,58.0,59
64.0,58.0,72.0,73.0,74.0,84.0,76
65.0,61.0,45.0,59.0,34.0,54.0,61
69.0,50.0,58.0,59.0,49.0,59.0,59
78.0,64.0,67.0,72.0,68.0,66.0,73
64.0,40.0,52.0,62.0,64.0,78.0,66
64.0,40.0,52.0,57.0,55.0,75.0,60
74.0,56.0,63.0,67.0,58.0,65.0,64
64.0,47.0,65.0,66.0,70.0,72.0,72
58.0,60.0,60.0,65.0,33.0,42.0,60
68.0,29.0,38.0,46.0,45.0,50.0,51
70.0,72.0,75.0,76.0,69.0,75.0,75
60.0,39.0,48.0,51.0,67.0,73.0,67
85.0,51.0,50.0,64.0,26.0,44.0,60
66.0,47.0,55.0,62.0,67.0,63.0,66
68.0,55.0,58.0,60.0,59.0,70.0,63
72.0,41.0,60.0,45.0,67.0,82.0,68
84.0,60.0,63.0,73.0,38.0,57.0,69
76.0,74.0,71.0,75.0,37.0,59.0,73
81.0,39.0,57.0,59.0,80.0,79.0,79
77.0,51.0,54.0,69.0,28.0,48.0,63
73.0,65.0,65.0,72.0,37.0,53.0,70
78.0,44.0,60.0,65.0,62.0,64.0,68
66.0,43.0,52.0,61.0,46.0,46.0,54
43.0,55.0,55.0,54.0,56.0,65.0,58
68.0,62.0,62.0,69.0,33.0,58.0,68
70.0,51.0,54.0,59.0,62.0,68.0,66
76.0,64.0,58.0,70.0,31.0,63.0,65
57.0,65.0,64.0,63.0,66.0,73.0,67
69.0,60.0,45.0,56.0,28.0,74.0,62
75.0,45.0,52.0,62.0,62.0,61.0,64
70.0,54.0,64.0,69.0,49.0,60.0,64
86.0,58.0,55.0,61.0,47.0,60.0,62
68.0,40.0,66.0,61.0,72.0,75.0,72
60.0,70.0,79.0,70.0,75.0,83.0,79
70.0,46.0,51.0,57.0,52.0,57.0,57
67.0,37.0,40.0,53.0,63.0,57.0,60
76.0,27.0,47.0,58.0,56.0,63.0,57
62.0,39.0,48.0,49.0,44.0,60.0,51
80.0,76.0,74.0,79.0,39.0,80.0,77
61.0,40.0,57.0,58.0,63.0,72.0,64
74.0,65.0,52.0,63.0,25.0,68.0,65
63.0,52.0,55.0,53.0,45.0,61.0,56
66.0,62.0,59.0,65.0,35.0,49.0,62
65.0,54.0,40.0,52.0,19.0,60.0,55
60.0,26.0,34.0,50.0,55.0,58.0,54
69.0,43.0,53.0,54.0,65.0,62.0,63
80.0,57.0,58.0,68.0,54.0,76.0,67
75.0,51.0,61.0,73.0,34.0,45.0,66
55.0,26.0,27.0,39.0,50.0,55.0,49
89.0,58.0,70.0,77.0,74.0,59.0,79
61.0,71.0,54.0,67.0,27.0,70.0,69
80.0,64.0,51.0,68.0,28.0,57.0,64
54.0,76.0,62.0,68.0,32.0,75.0,75
75.0,59.0,59.0,64.0,32.0,57.0,64
60.0,63.0,67.0,66.0,52.0,65.0,67
71.0,46.0,53.0,58.0,27.0,58.0,57
61.0,56.0,61.0,58.0,66.0,74.0,67
40.0,34.0,44.0,57.0,70.0,78.0,71
68.0,66.0,69.0,70.0,58.0,70.0,69
80.0,60.0,64.0,70.0,41.0,56.0,69
67.0,59.0,50.0,65.0,37.0,69.0,63
75.0,52.0,59.0,65.0,61.0,74.0,67
71.0,55.0,66.0,71.0,68.0,75.0,71
71.0,71.0,74.0,77.0,52.0,49.0,75
88.0,66.0,67.0,76.0,25.0,55.0,72
55.0,53.0,60.0,58.0,68.0,83.0,68
68.0,51.0,54.0,56.0,53.0,68.0,55
71.0,49.0,63.0,62.0,66.0,74.0,69
80.0,65.0,52.0,68.0,30.0,60.0,69
62.0,61.0,51.0,65.0,26.0,41.0,60
79.0,49.0,55.0,64.0,58.0,61.0,61
76.0,54.0,57.0,56.0,50.0,63.0,58
69.0,33.0,47.0,60.0,58.0,61.0,62
50.0,56.0,39.0,53.0,23.0,63.0,56
66.0,59.0,68.0,70.0,52.0,61.0,66
76.0,38.0,57.0,63.0,56.0,66.0,63
67.0,72.0,77.0,76.0,67.0,74.0,76
52.0,31.0,53.0,59.0,74.0,72.0,73
60.0,41.0,47.0,51.0,55.0,68.0,58
80.0,71.0,67.0,76.0,35.0,76.0,74
54.0,31.0,31.0,37.0,61.0,58.0,58
75.0,72.0,65.0,73.0,58.0,82.0,73
53.0,44.0,52.0,56.0,57.0,61.0,58
71.0,40.0,50.0,53.0,67.0,75.0,68
63.0,26.0,33.0,37.0,54.0,63.0,54
55.0,50.0,61.0,64.0,62.0,68.0,67
76.0,65.0,45.0,57.0,33.0,80.0,68
62.0,33.0,36.0,46.0,51.0,64.0,52
61.0,67.0,69.0,70.0,65.0,68.0,70
59.0,41.0,50.0,50.0,49.0,51.0,51
63.0,30.0,56.0,54.0,74.0,79.0,73
72.0,44.0,53.0,58.0,55.0,70.0,59
87.0,60.0,58.0,68.0,32.0,45.0,67
64.0,52.0,54.0,63.0,35.0,46.0,58
68.0,67.0,63.0,70.0,25.0,44.0,66
61.0,37.0,53.0,56.0,49.0,56.0,52
43.0,48.0,59.0,50.0,74.0,88.0,75
47.0,24.0,45.0,34.0,69.0,73.0,67
73.0,67.0,59.0,63.0,53.0,80.0,67
62.0,30.0,40.0,49.0,65.0,69.0,64
81.0,28.0,46.0,56.0,52.0,62.0,59
60.0,29.0,43.0,40.0,70.0,79.0,69
54.0,43.0,63.0,65.0,79.0,75.0,78
67.0,25.0,43.0,49.0,56.0,49.0,57
60.0,54.0,66.0,66.0,65.0,65.0,68
59.0,27.0,46.0,49.0,56.0,65.0,58
58.0,26.0,37.0,37.0,58.0,59.0,57
76.0,50.0,65.0,68.0,72.0,77.0,74
67.0,63.0,70.0,63.0,65.0,73.0,69
72.0,70.0,73.0,74.0,73.0,72.0,75
73.0,41.0,61.0,68.0,68.0,74.0,72
45.0,68.0,56.0,58.0,43.0,76.0,66
60.0,55.0,57.0,61.0,24.0,34.0,58
79.0,52.0,61.0,68.0,64.0,75.0,69
57.0,55.0,60.0,59.0,58.0,72.0,63
63.0,66.0,64.0,65.0,49.0,54.0,65
47.0,39.0,53.0,57.0,65.0,86.0,68
57.0,58.0,59.0,60.0,48.0,50.0,57
73.0,64.0,60.0,68.0,42.0,70.0,66
54.0,29.0,46.0,48.0,68.0,58.0,67
47.0,78.0,79.0,75.0,59.0,73.0,78
77.0,71.0,74.0,82.0,36.0,71.0,77
68.0,32.0,42.0,56.0,62.0,48.0,62
95.0,70.0,71.0,87.0,29.0,66.0,80
64.0,45.0,55.0,63.0,33.0,41.0,54
67.0,55.0,61.0,59.0,64.0,65.0,65
62.0,62.0,49.0,59.0,33.0,65.0,62
73.0,60.0,71.0,71.0,74.0,82.0,76
61.0,71.0,77.0,69.0,66.0,68.0,72
73.0,26.0,45.0,55.0,60.0,61.0,61
63.0,57.0,61.0,68.0,55.0,71.0,65
88.0,78.0,78.0,81.0,46.0,69.0,80
65.0,36.0,49.0,58.0,57.0,56.0,57
58.0,36.0,37.0,57.0,62.0,50.0,59
78.0,62.0,62.0,73.0,39.0,65.0,70
71.0,52.0,37.0,50.0,20.0,53.0,53
66.0,33.0,44.0,64.0,61.0,64.0,61
77.0,47.0,59.0,64.0,60.0,73.0,67
70.0,47.0,66.0,62.0,72.0,74.0,72
65.0,52.0,67.0,66.0,63.0,67.0,66
45.0,35.0,37.0,37.0,62.0,72.0,62
65.0,58.0,57.0,59.0,56.0,56.0,58
59.0,26.0,39.0,51.0,62.0,65.0,62
76.0,38.0,57.0,64.0,62.0,70.0,65
66.0,52.0,58.0,63.0,44.0,54.0,60
53.0,35.0,49.0,48.0,61.0,74.0,62
51.0,56.0,64.0,64.0,69.0,74.0,68
85.0,49.0,59.0,70.0,66.0,58.0,70
70.0,45.0,53.0,56.0,57.0,67.0,62
70.0,67.0,64.0,69.0,26.0,56.0,68
74.0,52.0,67.0,64.0,64.0,76.0,69
69.0,60.0,45.0,60.0,27.0,73.0,62
64.0,60.0,42.0,53.0,21.0,45.0,56
49.0,49.0,63.0,56.0,65.0,80.0,68
85.0,55.0,73.0,79.0,68.0,69.0,75
51.0,57.0,60.0,64.0,73.0,85.0,75
58.0,22.0,27.0,36.0,48.0,61.0,48
66.0,54.0,61.0,60.0,53.0,73.0,61
75.0,53.0,60.0,65.0,64.0,79.0,64
79.0,58.0,59.0,69.0,39.0,63.0,66
66.0,62.0,63.0,64.0,61.0,60.0,65
78.0,44.0,55.0,68.0,66.0,69.0,70
64.0,28.0,45.0,58.0,63.0,43.0,62
66.0,60.0,55.0,64.0,25.0,54.0,60
50.0,62.0,46.0,55.0,20.0,76.0,62
76.0,63.0,77.0,77.0,71.0,79.0,78
71.0,38.0,52.0,60.0,55.0,59.0,61
70.0,51.0,43.0,55.0,29.0,56.0,54
63.0,39.0,68.0,69.0,74.0,78.0,74
64.0,43.0,57.0,60.0,60.0,71.0,63
32.0,44.0,55.0,52.0,72.0,62.0,70
62.0,22.0,44.0,40.0,64.0,61.0,63
81.0,62.0,61.0,68.0,24.0,45.0,66
76.0,32.0,49.0,55.0,73.0,71.0,70
68.0,39.0,54.0,50.0,74.0,78.0,73
66.0,52.0,39.0,53.0,21.0,55.0,54
71.0,66.0,69.0,70.0,68.0,70.0,72
80.0,48.0,65.0,67.0,68.0,72.0,75
67.0,43.0,58.0,60.0,64.0,77.0,67
79.0,73.0,64.0,76.0,37.0,70.0,74
59.0,54.0,64.0,66.0,54.0,62.0,64
72.0,57.0,67.0,70.0,63.0,69.0,68
63.0,26.0,40.0,44.0,63.0,76.0,64
74.0,66.0,60.0,71.0,29.0,58.0,66
71.0,25.0,37.0,46.0,62.0,71.0,62
75.0,54.0,69.0,73.0,70.0,67.0,72
92.0,65.0,68.0,72.0,68.0,77.0,74
55.0,26.0,43.0,47.0,57.0,65.0,58
71.0,32.0,47.0,55.0,59.0,61.0,63
62.0,34.0,39.0,48.0,53.0,66.0,54
74.0,49.0,55.0,62.0,57.0,70.0,63
63.0,29.0,47.0,49.0,56.0,74.0,60
80.0,71.0,72.0,76.0,65.0,77.0,74
73.0,60.0,57.0,71.0,31.0,55.0,63
71.0,64.0,66.0,70.0,47.0,67.0,67
72.0,48.0,46.0,57.0,27.0,50.0,54
76.0,35.0,56.0,54.0,61.0,45.0,64
63.0,35.0,55.0,59.0,66.0,71.0,66
56.0,60.0,72.0,72.0,74.0,65.0,74
47.0,48.0,68.0,68.0,54.0,57.0,67
64.0,52.0,60.0,58.0,58.0,60.0,61
66.0,45.0,56.0,59.0,57.0,66.0,59
74.0,64.0,64.0,67.0,52.0,66.0,66
36.0,32.0,55.0,38.0,61.0,79.0,63
59.0,58.0,67.0,65.0,62.0,61.0,67
70.0,75.0,54.0,69.0,33.0,70.0,74
71.0,51.0,54.0,57.0,47.0,50.0,54
77.0,26.0,35.0,53.0,50.0,50.0,54
78.0,42.0,54.0,66.0,26.0,43.0,60
82.0,62.0,59.0,67.0,52.0,61.0,67
71.0,53.0,60.0,66.0,45.0,56.0,64
68.0,65.0,63.0,68.0,37.0,61.0,67
73.0,61.0,53.0,62.0,27.0,60.0,62
77.0,68.0,59.0,68.0,31.0,69.0,68
78.0,35.0,52.0,62.0,56.0,62.0,63
77.0,62.0,62.0,67.0,28.0,61.0,64
70.0,61.0,51.0,62.0,24.0,61.0,64
51.0,70.0,68.0,71.0,37.0,62.0,68
61.0,62.0,66.0,66.0,24.0,46.0,67
85.0,46.0,54.0,62.0,32.0,46.0,57
80.0,45.0,48.0,62.0,54.0,73.0,62
67.0,56.0,60.0,62.0,60.0,66.0,64
67.0,52.0,63.0,65.0,46.0,43.0,60
57.0,35.0,48.0,50.0,46.0,56.0,50
68.0,37.0,43.0,55.0,66.0,65.0,65
64.0,64.0,66.0,66.0,52.0,65.0,66
83.0,73.0,69.0,74.0,37.0,63.0,74
62.0,26.0,33.0,36.0,57.0,58.0,55
80.0,72.0,76.0,79.0,69.0,76.0,77
72.0,59.0,65.0,66.0,62.0,65.0,67
81.0,59.0,58.0,67.0,44.0,66.0,66
70.0,58.0,71.0,65.0,65.0,72.0,69
72.0,76.0,61.0,64.0,36.0,62.0,71
64.0,51.0,58.0,61.0,63.0,63.0,65
70.0,35.0,41.0,49.0,51.0,63.0,54
64.0,34.0,56.0,56.0,61.0,62.0,63
66.0,39.0,56.0,62.0,54.0,61.0,61
73.0,74.0,67.0,72.0,26.0,63.0,73
65.0,30.0,52.0,59.0,62.0,64.0,63
84.0,57.0,62.0,67.0,41.0,58.0,67
75.0,52.0,63.0,67.0,70.0,74.0,72
70.0,62.0,70.0,72.0,67.0,65.0,70
81.0,66.0,63.0,70.0,39.0,75.0,71
44.0,34.0,48.0,50.0,58.0,68.0,59
55.0,26.0,42.0,49.0,63.0,68.0,63
70.0,62.0,54.0,64.0,24.0,64.0,62
67.0,62.0,58.0,68.0,30.0,52.0,64
64.0,51.0,61.0,67.0,67.0,77.0,69
54.0,22.0,35.0,35.0,53.0,57.0,52
63.0,33.0,41.0,45.0,63.0,65.0,63
66.0,27.0,45.0,52.0,50.0,47.0,54
70.0,54.0,58.0,62.0,48.0,62.0,58
66.0,57.0,68.0,63.0,55.0,61.0,64
59.0,25.0,37.0,40.0,58.0,55.0,57
69.0,67.0,40.0,64.0,27.0,70.0,66
49.0,32.0,45.0,49.0,69.0,59.0,66
55.0,31.0,44.0,52.0,73.0,81.0,74
66.0,41.0,58.0,62.0,70.0,76.0,71
84.0,61.0,60.0,68.0,58.0,63.0,66
60.0,62.0,58.0,59.0,62.0,81.0,65
64.0,55.0,68.0,66.0,72.0,76.0,71
65.0,42.0,59.0,51.0,83.0,81.0,82
79.0,67.0,71.0,71.0,74.0,78.0,78
68.0,52.0,63.0,67.0,65.0,52.0,64
55.0,38.0,56.0,62.0,70.0,81.0,71
76.0,55.0,56.0,62.0,21.0,54.0,62
69.0,35.0,56.0,64.0,63.0,71.0,68
68.0,69.0,70.0,76.0,55.0,71.0,72
74.0,41.0,56.0,60.0,59.0,66.0,64
73.0,82.0,62.0,70.0,31.0,75.0,78
77.0,48.0,64.0,64.0,64.0,72.0,70
64.0,23.0,32.0,41.0,60.0,66.0,60
68.0,50.0,59.0,62.0,56.0,59.0,62
75.0,70.0,50.0,71.0,20.0,64.0,70
69.0,52.0,48.0,55.0,16.0,41.0,53
65.0,70.0,44.0,67.0,25.0,60.0,69
75.0,48.0,60.0,66.0,57.0,54.0,63
64.0,52.0,52.0,59.0,51.0,49.0,55
72.0,54.0,55.0,66.0,36.0,42.0,61
65.0,66.0,73.0,72.0,60.0,76.0,70
