,potential,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,attacking_work_rate,defending_work_rate,overall
4260,71,28,177,70,1.0,3,3,1,71.0,64.0,67.0,76.0,56.0,54.0,59,62,51,74,58,80,52,59,66,73,70,71,80,66,70,70,46,71,58,66,27,65,65,71,57,58,56,53,48,6,9,12,7,9,5,1,71
4609,70,35,188,91,1.0,3,2,1,52.0,39.0,59.0,54.0,69.0,78.0,49,36,71,67,59,47,49,53,63,62,46,57,45,64,48,51,73,65,86,28,74,69,28,56,46,75,72,67,65,15,12,8,14,6,3,5,70
4557,85,19,187,83,1.0,3,2,1,69.0,37.0,55.0,62.0,71.0,74.0,37,32,72,69,37,62,41,31,66,65,70,68,55,65,56,57,77,69,77,25,70,69,36,50,42,65,70,73,68,6,14,9,8,7,1,5,71
11116,64,32,190,87,1.0,2,3,1,87.0,59.0,55.0,61.0,35.0,73.0,59,60,61,58,52,60,59,32,45,62,83,91,66,61,52,66,63,76,81,55,50,39,60,60,38,61,38,29,12,13,12,16,7,15,3,3,64
8741,66,29,170,64,1.0,4,3,1,73.0,56.0,65.0,67.0,39.0,55.0,67,51,31,68,61,65,65,65,61,67,74,72,78,63,69,60,63,65,59,59,28,41,63,63,61,59,50,31,34,15,15,16,8,13,5,3,66
12727,67,23,182,75,1.0,2,2,1,89.0,55.0,57.0,61.0,24.0,59.0,56,59,39,59,38,60,62,61,48,59,90,89,75,60,59,62,31,65,66,45,40,32,60,58,47,61,19,20,24,9,11,12,8,13,5,3,63
16986,72,18,168,60,1.0,3,3,1,65.0,46.0,60.0,63.0,40.0,40.0,52,45,45,65,44,60,55,49,61,63,67,63,72,50,85,52,53,45,35,41,45,38,49,60,52,58,33,44,49,10,7,14,7,10,3,3,58
8656,70,25,170,67,1.0,4,3,1,67.0,61.0,66.0,70.0,31.0,52.0,67,58,48,68,62,70,69,65,63,70,68,67,69,59,83,66,62,65,39,63,68,22,64,64,63,65,32,31,30,8,13,15,11,6,5,3,67
16318,68,21,173,69,1.0,3,2,1,66.0,64.0,55.0,59.0,22.0,45.0,62,65,44,54,61,61,50,40,50,54,67,65,62,54,78,70,52,54,45,60,33,16,57,57,50,41,18,24,20,6,11,8,13,9,3,3,59
456,80,29,175,75,1.0,3,3,2,82.0,64.0,76.0,77.0,74.0,88.0,81,56,60,80,54,76,80,58,67,77,81,83,81,74,86,83,81,93,86,67,86,76,76,75,54,78,74,78,76,12,13,6,12,11,5,5,80
17096,66,19,183,64,1.0,3,2,1,66.0,25.0,46.0,55.0,55.0,47.0,52,17,46,53,27,54,29,28,49,56,69,63,52,47,71,29,55,45,44,28,55,54,45,32,38,52,52,60,58,14,14,11,11,15,3,3,57
18747,61,20,186,77,1.0,3,3,1,73.0,51.0,43.0,51.0,25.0,51.0,47,53,42,40,42,53,43,39,36,51,70,75,53,37,55,55,44,34,67,47,34,25,50,50,40,47,22,22,23,12,12,8,9,14,3,3,52
4367,80,21,170,60,2.0,4,3,1,69.0,61.0,64.0,73.0,66.0,64.0,62,62,45,67,60,70,54,51,64,71,70,69,85,70,91,61,64,83,55,62,64,71,61,67,50,65,64,73,65,10,15,12,5,7,3,3,71
15897,73,19,174,71,1.0,3,2,1,69.0,33.0,42.0,55.0,58.0,60.0,53,33,46,43,29,59,39,40,32,50,70,68,52,52,75,31,55,64,56,28,65,55,54,36,40,40,53,66,64,14,14,10,11,15,3,5,60
274,89,20,183,75,1.0,4,4,3,96.0,67.0,71.0,82.0,75.0,75.0,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,74,77,79,11,11,6,5,14,5,1,82
1202,76,33,184,78,1.0,3,3,1,42.0,66.0,72.0,73.0,73.0,72.0,58,62,69,79,59,76,65,61,78,78,52,34,57,78,38,73,66,70,72,68,76,77,71,74,59,70,67,77,70,8,12,11,7,15,3,5,76
9839,65,33,193,89,3.0,3,2,1,33.0,57.0,48.0,45.0,63.0,85.0,41,49,66,53,41,44,41,63,50,48,32,34,32,62,33,74,32,82,91,64,88,62,52,42,58,61,63,64,60,15,13,6,9,9,3,5,65
12661,68,23,190,74,1.0,3,2,1,64.0,45.0,55.0,57.0,64.0,68.0,52,40,63,59,43,53,37,44,56,59,65,64,63,59,65,56,73,73,68,42,59,63,48,55,48,54,66,64,61,11,6,9,5,12,1,5,63
13496,62,31,193,86,1.0,3,2,1,62.0,61.0,52.0,58.0,29.0,72.0,54,63,57,60,47,58,50,31,39,64,60,64,48,58,42,69,68,59,83,56,63,17,60,49,55,52,21,32,42,13,16,14,14,16,5,5,62
12161,74,20,180,75,1.0,3,3,1,80.0,66.0,55.0,64.0,20.0,55.0,58,64,48,60,55,64,60,53,34,63,82,79,74,57,71,71,59,62,59,73,33,14,58,57,61,58,17,17,17,14,10,10,9,14,5,5,64
13115,78,20,185,75,1.0,3,2,1,67.0,29.0,47.0,52.0,64.0,68.0,32,26,64,57,25,47,37,28,52,58,62,71,45,56,61,40,68,70,71,21,58,60,29,46,41,57,62,67,65,8,9,11,10,6,3,5,63
5904,73,24,178,75,1.0,3,3,1,79.0,52.0,61.0,68.0,64.0,75.0,62,50,62,67,52,65,60,50,58,67,80,79,81,65,81,62,73,82,74,50,70,62,58,56,40,64,65,65,63,10,11,10,11,15,3,3,69
1594,75,29,185,75,1.0,3,3,2,58.0,59.0,71.0,72.0,76.0,72.0,68,50,70,76,60,74,56,62,72,74,60,57,63,69,63,74,72,72,72,65,71,76,60,69,59,76,74,78,77,9,7,7,6,7,3,3,75
12158,73,21,181,78,2.0,4,2,1,68.0,65.0,43.0,62.0,22.0,63.0,33,70,65,46,57,60,40,32,40,64,66,69,67,58,69,66,80,63,67,54,50,15,65,51,59,53,17,18,15,7,5,6,13,10,5,3,64
15225,60,30,187,85,1.0,3,2,1,67.0,62.0,40.0,53.0,32.0,64.0,34,64,61,43,52,52,45,29,34,59,63,70,49,55,43,66,71,66,75,55,33,20,58,49,62,51,32,31,29,12,12,8,15,14,3,3,60
15041,78,18,175,72,1.0,3,2,1,70.0,47.0,54.0,59.0,60.0,55.0,55,44,55,58,44,65,35,55,50,51,70,70,55,55,65,50,60,55,55,45,55,60,45,55,66,58,60,61,60,12,12,9,14,7,3,3,61
5012,77,24,181,73,1.0,3,2,1,83.0,57.0,60.0,67.0,68.0,78.0,38,55,70,71,36,63,36,37,72,73,79,86,72,73,68,64,81,89,70,64,85,69,62,63,43,57,70,68,57,11,11,9,6,14,3,5,70
17880,69,19,183,73,4.0,3,2,1,67.0,23.0,34.0,39.0,55.0,62.0,33,19,52,40,25,39,20,22,34,34,65,68,41,50,57,34,70,55,68,19,53,54,24,31,35,40,56,57,55,8,14,13,8,7,3,5,55
5264,76,24,178,70,1.0,3,3,1,71.0,67.0,70.0,68.0,34.0,55.0,69,68,66,71,63,68,71,66,66,68,71,71,72,60,67,69,70,73,52,65,38,33,69,73,63,65,27,32,28,9,12,10,14,6,5,3,70
1751,75,27,180,76,1.0,4,3,1,76.0,78.0,61.0,71.0,45.0,78.0,50,75,79,66,69,71,75,75,51,70,75,76,79,72,70,84,91,75,77,81,83,45,74,63,74,68,41,40,34,12,14,6,8,15,3,3,75
2139,74,29,179,73,1.0,2,5,2,91.0,68.0,66.0,80.0,29.0,60.0,70,63,55,65,67,84,74,69,60,75,91,91,84,66,77,77,63,66,58,66,56,21,74,63,73,75,38,19,23,8,11,7,8,6,3,1,74
17986,66,21,190,83,1.0,2,2,1,49.0,24.0,35.0,38.0,55.0,62.0,28,23,61,46,20,32,20,22,35,43,45,52,38,49,47,30,66,52,72,20,48,51,26,29,32,37,55,59,49,12,9,12,9,8,3,3,55
9471,79,21,184,77,1.0,3,2,1,65.0,52.0,59.0,61.0,66.0,68.0,45,45,65,70,40,60,50,40,66,62,66,64,62,64,60,65,60,66,69,55,70,66,60,55,50,63,65,68,64,10,8,5,6,12,3,3,66
15219,60,26,180,74,1.0,2,3,1,63.0,40.0,56.0,55.0,56.0,62.0,57,32,56,55,43,52,63,49,56,53,62,64,66,53,61,48,68,70,60,44,54,58,57,58,42,61,54,58,55,10,14,9,10,11,5,3,60
3489,77,26,186,80,1.0,3,2,1,66.0,69.0,65.0,71.0,71.0,74.0,56,68,71,70,60,69,59,60,68,75,62,70,68,68,68,69,69,76,76,74,69,67,69,65,67,68,69,75,68,13,11,13,13,13,5,3,72
11063,64,38,190,93,3.0,4,2,1,31.0,69.0,48.0,49.0,37.0,75.0,48,72,76,46,57,40,59,43,38,62,30,31,34,66,38,71,39,59,93,66,58,34,71,58,60,70,35,36,12,14,8,14,11,10,3,1,64
3908,71,33,188,76,2.0,3,2,1,47.0,38.0,44.0,46.0,72.0,76.0,25,40,77,55,32,33,38,37,53,54,46,48,50,68,63,40,87,71,78,33,76,71,37,42,30,58,70,73,70,9,10,7,7,4,3,5,71
8063,73,23,175,70,2.0,3,3,1,74.0,59.0,65.0,68.0,57.0,62.0,63,60,50,68,47,66,59,59,64,68,75,73,78,61,77,61,60,64,63,57,58,54,64,66,58,61,51,64,62,6,11,5,9,9,3,1,67
1956,83,23,192,83,1.0,3,2,1,72.0,33.0,56.0,55.0,75.0,83.0,63,32,75,69,24,48,18,19,65,65,68,76,59,60,45,28,82,79,87,38,80,74,42,40,46,55,76,74,72,10,14,9,10,12,3,5,75
148,83,31,178,77,1.0,3,2,3,66.0,55.0,76.0,72.0,84.0,76.0,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,3,3,83
4173,72,28,184,76,2.0,2,2,1,57.0,66.0,70.0,69.0,68.0,74.0,72,65,59,71,71,68,75,59,72,72,55,58,65,68,63,70,77,76,73,61,74,68,67,67,69,73,67,71,69,6,14,12,15,16,3,3,71
15362,74,21,175,65,2.0,3,2,1,59.0,49.0,58.0,62.0,52.0,60.0,45,44,38,66,41,59,47,44,63,63,64,55,68,53,74,52,58,75,50,55,66,52,48,61,60,67,51,57,49,11,9,13,12,7,3,3,60
1614,75,27,170,62,2.0,4,3,2,74.0,68.0,71.0,82.0,58.0,60.0,68,67,46,74,69,82,77,70,72,79,84,66,91,75,89,69,65,76,46,70,74,57,68,69,63,74,58,61,58,15,11,6,14,16,3,3,75
10782,72,23,184,71,1.0,3,2,1,63.0,47.0,62.0,66.0,66.0,71.0,43,36,56,74,35,65,51,49,67,70,62,63,73,59,65,66,63,68,77,54,61,67,46,64,64,53,62,71,67,14,15,7,15,9,3,3,65
1012,77,27,180,72,1.0,3,4,1,77.0,74.0,72.0,82.0,46.0,67.0,73,70,69,73,65,84,77,58,67,80,78,76,85,77,77,80,74,74,62,81,71,44,75,74,70,82,37,48,52,9,15,7,13,9,5,3,77
610,79,28,172,71,1.0,2,3,2,79.0,53.0,72.0,76.0,74.0,77.0,78,49,60,77,52,76,62,33,71,75,81,78,80,77,78,70,81,92,66,45,83,75,70,69,38,72,74,77,77,15,8,16,10,13,5,5,79
10772,66,27,186,80,1.0,4,2,1,73.0,66.0,49.0,64.0,24.0,64.0,48,66,60,56,62,64,52,41,33,62,74,73,66,61,75,70,68,64,78,63,29,25,66,53,70,58,14,23,21,14,11,10,7,10,5,3,65
2548,80,23,184,87,1.0,3,3,1,75.0,72.0,55.0,68.0,39.0,81.0,46,74,74,68,70,65,60,36,45,73,73,76,72,64,64,81,79,72,91,57,67,31,71,52,73,74,41,32,30,13,15,15,12,14,5,3,73
1010,80,25,192,90,1.0,3,2,2,58.0,47.0,63.0,59.0,77.0,78.0,36,40,76,78,33,53,49,36,80,67,55,60,48,75,58,73,74,69,83,43,80,76,34,61,44,72,77,78,76,13,7,9,15,14,3,3,77
17288,68,20,185,82,1.0,2,2,1,64.0,60.0,39.0,55.0,19.0,56.0,25,60,56,43,53,55,48,53,29,56,62,65,53,52,61,64,63,55,68,57,26,14,54,47,59,43,18,13,14,8,12,14,7,5,5,1,57
7819,68,25,180,73,1.0,2,3,1,78.0,65.0,62.0,68.0,28.0,71.0,65,65,64,65,59,68,57,39,64,68,78,78,76,52,65,70,70,72,77,59,53,26,73,59,59,66,36,13,21,10,13,15,11,15,3,3,67
17244,67,21,177,71,1.0,3,2,1,67.0,53.0,60.0,58.0,33.0,57.0,67,53,46,60,38,59,56,57,55,54,68,67,64,68,59,57,56,66,57,54,47,36,42,58,58,43,33,30,26,12,15,10,8,6,5,3,57
11883,64,29,171,71,1.0,3,2,1,74.0,41.0,56.0,60.0,59.0,66.0,60,37,54,60,24,55,53,27,54,59,72,75,77,54,85,55,59,73,64,41,62,58,48,52,34,62,57,62,61,9,14,10,5,6,3,3,64
3955,71,31,183,77,1.0,3,4,1,82.0,67.0,65.0,73.0,44.0,64.0,68,66,59,68,70,72,63,51,60,74,83,82,80,69,74,68,65,70,64,69,57,36,68,64,65,71,55,40,26,15,10,10,13,8,5,3,71
18797,65,20,191,80,1.0,2,2,1,57.0,27.0,32.0,32.0,52.0,65.0,28,20,52,38,26,22,21,28,33,35,58,57,49,40,41,47,68,64,70,20,52,48,29,26,30,43,52,54,50,11,8,9,13,13,3,5,52
4619,70,35,175,67,1.0,4,3,2,68.0,70.0,73.0,72.0,58.0,42.0,73,67,48,74,69,70,74,69,69,74,68,68,70,75,73,74,67,33,36,72,62,59,69,73,73,84,61,56,59,14,8,9,13,15,5,5,70
11286,64,31,194,92,4.0,3,2,1,55.0,63.0,51.0,59.0,26.0,82.0,40,65,65,59,60,58,56,39,43,63,55,55,50,63,51,67,74,75,91,56,68,12,65,54,62,64,30,22,16,11,13,15,13,12,5,5,64
1005,77,28,183,70,2.0,4,4,2,81.0,64.0,76.0,76.0,31.0,70.0,81,63,60,76,55,78,74,68,70,76,82,81,74,71,68,69,71,88,74,60,38,24,73,76,66,74,29,30,27,13,10,14,15,8,5,1,77
15417,70,21,180,85,3.0,3,2,1,68.0,58.0,47.0,58.0,26.0,69.0,49,60,57,50,50,57,49,37,38,56,69,67,65,55,79,62,65,63,80,54,52,20,59,47,49,50,19,28,18,5,7,14,9,9,3,3,60
1004,80,24,179,68,1.0,3,4,2,60.0,68.0,77.0,82.0,66.0,67.0,74,65,41,80,62,83,77,67,77,83,66,55,79,75,77,76,51,75,61,72,75,71,72,76,55,80,66,70,69,12,15,16,7,13,3,3,77
1767,79,23,167,58,1.0,3,4,1,71.0,66.0,77.0,77.0,65.0,57.0,75,66,62,80,65,75,75,73,75,75,73,69,90,75,93,63,69,79,38,68,75,68,69,76,68,73,66,66,59,7,14,13,11,6,3,3,75
13856,72,22,184,72,4.0,2,2,1,65.0,34.0,41.0,52.0,63.0,64.0,42,34,60,47,35,55,41,40,32,48,64,65,59,58,47,32,69,56,70,31,59,65,42,37,46,42,60,65,62,9,5,10,6,7,3,3,62
12042,75,20,194,85,1.0,3,2,1,58.0,40.0,59.0,56.0,63.0,66.0,52,39,66,62,34,55,59,68,70,61,54,62,46,59,39,65,57,51,75,23,62,65,22,48,47,59,57,65,66,13,8,13,12,8,5,3,64
7642,67,29,180,75,1.0,3,2,1,40.0,57.0,62.0,66.0,63.0,74.0,44,50,64,73,43,65,67,57,65,67,45,36,67,64,72,77,73,79,72,60,73,62,51,60,53,62,63,63,60,10,14,13,10,15,3,5,67
12816,64,27,190,78,3.0,3,2,1,67.0,62.0,47.0,56.0,22.0,81.0,30,64,69,57,54,55,38,32,47,57,61,72,58,55,54,66,70,80,88,55,65,16,61,54,61,56,23,14,12,6,11,14,13,11,5,5,63
16624,70,20,180,70,3.0,3,2,1,78.0,24.0,43.0,53.0,51.0,55.0,53,22,40,49,24,50,28,33,34,52,81,76,62,50,78,20,75,66,50,25,49,52,48,35,32,43,51,54,52,11,14,13,7,11,5,3,58
6281,77,21,179,70,1.0,3,2,1,71.0,60.0,65.0,69.0,68.0,59.0,64,56,60,72,43,69,50,51,68,71,70,71,66,67,70,70,56,65,50,65,73,71,64,60,39,61,67,70,68,10,15,8,7,12,3,5,69
2298,79,24,168,70,1.0,3,2,1,63.0,47.0,61.0,69.0,75.0,72.0,51,39,47,69,47,65,47,41,65,67,74,54,81,73,88,53,83,84,57,64,90,80,31,60,48,67,76,78,77,6,10,5,14,9,3,5,74
5432,83,20,178,69,1.0,4,3,1,82.0,68.0,63.0,73.0,17.0,60.0,61,69,60,68,62,72,58,22,62,72,84,81,81,66,83,71,81,71,58,66,48,15,65,66,55,64,12,12,12,14,6,6,13,10,5,3,70
8151,68,25,185,77,1.0,3,3,1,84.0,59.0,63.0,65.0,44.0,61.0,59,60,58,64,54,65,67,61,64,65,85,84,76,59,48,59,34,73,63,58,49,48,61,63,49,58,42,43,27,8,9,12,11,5,5,3,67
6204,74,24,187,79,1.0,3,2,1,68.0,70.0,51.0,62.0,35.0,66.0,39,72,72,59,59,58,40,33,51,67,67,68,68,67,52,72,72,67,72,68,46,35,71,56,55,69,32,30,22,9,11,14,7,11,5,1,69
8426,76,20,184,78,1.0,3,2,1,79.0,67.0,59.0,68.0,27.0,65.0,61,66,63,62,67,68,55,54,51,68,78,79,68,67,65,72,56,63,67,65,63,23,64,61,64,64,19,23,34,13,12,8,9,10,5,3,67
5750,69,30,188,82,1.0,3,2,1,71.0,30.0,42.0,45.0,69.0,77.0,22,26,69,56,30,33,35,33,52,55,68,74,54,63,49,44,53,70,84,25,72,70,30,34,36,57,68,71,68,6,13,11,7,6,1,3,69
7471,78,21,178,74,1.0,3,3,1,77.0,67.0,58.0,71.0,32.0,67.0,56,66,64,62,63,72,58,45,46,69,79,75,74,66,68,74,72,68,69,65,57,24,68,63,59,67,33,27,31,14,12,7,5,15,3,3,68
6460,68,32,179,74,1.0,3,3,1,67.0,63.0,70.0,71.0,43.0,59.0,70,57,59,69,65,72,70,70,71,70,68,66,71,62,69,68,57,62,62,68,46,35,68,69,65,72,37,49,44,7,8,15,8,9,3,1,68
1704,75,31,192,93,1.0,2,2,1,35.0,49.0,56.0,41.0,76.0,82.0,36,47,86,66,37,32,61,62,64,51,35,35,31,63,33,76,60,66,91,24,85,72,53,49,69,65,76,76,70,11,8,7,14,9,1,5,75
18104,73,18,167,63,1.0,4,2,1,75.0,49.0,51.0,60.0,29.0,44.0,53,48,33,55,44,58,46,45,48,56,78,73,83,36,91,52,76,53,38,51,39,28,43,48,49,51,27,32,23,14,13,10,7,11,3,3,55
7465,68,26,178,73,1.0,3,2,1,81.0,67.0,62.0,71.0,37.0,63.0,62,64,64,64,66,73,70,67,60,68,82,80,75,60,70,74,60,63,65,67,57,30,64,58,65,70,40,32,32,12,9,14,8,12,3,1,68
12759,70,23,191,83,2.0,2,2,1,49.0,26.0,37.0,46.0,65.0,67.0,28,19,72,52,31,40,26,25,41,55,51,48,35,58,45,41,53,61,78,23,49,62,19,24,33,55,64,67,58,15,5,13,10,11,3,3,63
4358,79,22,188,75,2.0,3,3,1,83.0,68.0,62.0,72.0,41.0,73.0,64,69,63,67,64,75,68,30,53,71,85,82,72,68,63,72,42,76,77,61,69,36,72,64,66,64,34,44,37,7,12,13,12,13,5,3,71
12152,65,27,192,82,1.0,3,2,1,59.0,62.0,66.0,62.0,42.0,61.0,67,62,64,68,51,64,65,52,64,67,53,63,49,66,44,66,55,53,73,64,40,26,63,65,56,60,38,45,53,11,14,5,9,8,5,3,64
10899,78,19,183,75,1.0,3,3,1,71.0,27.0,47.0,54.0,62.0,66.0,62,26,52,52,21,49,35,31,28,55,70,72,69,61,57,23,56,72,66,25,60,64,47,43,36,51,62,63,62,11,13,14,14,11,3,3,65
5477,69,34,175,70,2.0,2,3,1,49.0,68.0,64.0,66.0,68.0,77.0,64,59,70,64,71,66,58,65,67,67,48,50,54,64,71,85,82,71,74,70,89,71,70,61,72,74,67,67,66,11,6,7,15,11,1,5,69
16419,70,20,178,70,1.0,3,2,1,76.0,47.0,55.0,57.0,47.0,57.0,53,44,59,62,43,57,46,48,59,55,74,78,66,56,72,60,58,62,54,42,58,41,51,47,49,45,39,53,51,7,9,14,8,11,3,3,59
10521,69,24,175,70,2.0,3,3,1,80.0,51.0,55.0,67.0,55.0,71.0,60,50,44,54,57,65,46,44,53,64,81,80,82,58,79,60,76,84,64,46,73,53,55,58,35,62,50,61,67,12,12,14,9,14,5,5,65
1548,75,29,182,74,1.0,4,3,2,75.0,73.0,73.0,73.0,71.0,75.0,77,72,68,71,57,73,75,66,72,74,74,75,72,74,67,77,57,77,76,76,72,74,73,75,62,72,69,72,68,15,15,7,14,9,5,3,75
15690,73,20,177,74,1.0,3,2,1,69.0,40.0,49.0,54.0,55.0,69.0,59,36,50,52,36,56,39,41,47,48,69,69,60,52,69,50,58,76,70,36,59,52,51,42,43,49,55,58,56,11,11,13,8,13,3,3,60
603,83,25,185,80,1.0,4,3,1,69.0,69.0,72.0,73.0,79.0,82.0,65,66,74,77,64,74,65,54,76,75,70,68,66,73,76,78,76,84,82,66,79,77,68,72,68,72,74,87,81,16,14,7,15,8,3,5,79
6016,74,23,175,66,1.0,4,3,1,76.0,54.0,64.0,69.0,47.0,61.0,69,58,48,68,37,68,68,44,64,70,79,74,75,63,77,58,79,71,55,44,58,36,67,58,46,51,40,59,51,15,9,9,11,13,3,3,69
6928,72,25,191,82,1.0,3,2,1,57.0,41.0,56.0,54.0,69.0,72.0,56,38,70,60,37,52,53,33,62,60,53,60,44,56,55,58,75,69,76,32,66,67,48,52,42,62,71,68,66,14,8,7,11,9,3,5,68
8661,72,23,188,75,1.0,4,2,1,76.0,69.0,53.0,63.0,26.0,77.0,49,69,68,61,54,61,37,34,52,67,73,78,62,56,70,76,74,77,79,67,74,17,63,52,73,62,16,29,18,11,9,15,6,6,5,3,67
3364,72,28,173,71,2.0,4,4,1,91.0,70.0,63.0,74.0,37.0,63.0,71,69,64,62,66,72,67,73,61,74,91,91,91,66,80,77,84,79,56,69,54,39,68,53,62,68,38,27,29,8,15,11,11,15,3,1,72
7571,67,31,182,77,1.0,3,2,1,47.0,63.0,68.0,66.0,63.0,69.0,68,58,51,69,61,63,69,66,70,68,49,45,64,68,69,72,56,71,69,68,70,67,65,67,57,71,67,63,57,7,6,14,10,15,3,3,67
130,88,26,185,79,1.0,3,2,2,69.0,45.0,57.0,59.0,86.0,80.0,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86,9,11,7,10,15,3,5,84
17335,67,22,179,68,1.0,1,2,1,65.0,25.0,44.0,51.0,56.0,51.0,55,22,49,46,28,49,40,32,39,52,68,62,58,49,70,25,56,59,45,20,53,54,46,37,38,38,55,61,55,14,13,9,11,8,3,3,57
1265,78,26,177,67,1.0,3,3,1,75.0,57.0,69.0,72.0,73.0,77.0,74,50,56,70,61,72,70,57,69,73,77,73,73,70,72,67,86,90,71,62,72,74,68,66,49,69,73,76,74,14,6,11,13,10,3,3,76
9561,74,21,177,72,2.0,3,3,1,86.0,55.0,61.0,68.0,21.0,52.0,61,55,54,65,49,72,53,55,57,63,91,82,78,50,79,56,47,61,54,55,38,18,61,61,59,55,19,15,19,9,8,13,10,8,3,3,66
2593,73,28,179,76,1.0,3,3,1,77.0,51.0,62.0,70.0,68.0,78.0,68,42,62,67,37,69,52,58,57,71,75,79,70,69,73,79,81,82,77,45,74,67,56,53,55,70,68,71,70,10,13,14,8,16,3,5,73
3926,71,30,168,68,1.0,4,3,1,90.0,57.0,64.0,72.0,61.0,69.0,69,50,47,65,54,71,67,54,58,69,90,90,88,67,81,68,86,91,61,63,57,64,66,62,49,62,62,63,64,11,7,7,7,7,5,3,71
2341,79,23,177,78,1.0,4,4,1,85.0,66.0,69.0,77.0,34.0,56.0,76,69,62,68,49,79,72,71,60,74,87,84,81,67,81,66,85,69,47,64,57,31,68,70,52,72,30,32,27,11,13,6,10,12,5,3,74
7177,68,29,186,78,1.0,3,2,1,55.0,53.0,60.0,58.0,68.0,83.0,57,46,74,64,44,59,45,48,62,59,55,55,58,62,37,68,73,78,85,56,86,65,56,60,47,62,66,70,66,13,7,11,10,11,3,3,68
4783,70,31,183,75,1.0,3,4,1,64.0,74.0,47.0,67.0,24.0,52.0,35,79,74,62,64,73,40,39,33,67,65,64,53,69,60,70,62,56,58,72,29,10,65,47,64,50,21,22,19,5,8,6,7,11,3,3,70
17875,69,19,173,73,1.0,2,2,1,78.0,32.0,48.0,53.0,48.0,49.0,47,33,49,57,33,49,27,11,48,52,80,77,72,50,64,27,62,54,42,31,58,49,47,46,28,41,43,51,50,5,15,14,15,6,3,3,55
16410,68,21,185,75,1.0,2,2,1,57.0,59.0,40.0,55.0,55.0,65.0,30,62,64,46,45,53,52,33,30,56,58,57,54,52,58,61,62,53,77,51,53,58,59,48,60,59,52,54,52,8,5,13,7,13,3,1,59
13077,78,20,172,71,4.0,4,3,1,85.0,60.0,56.0,65.0,39.0,50.0,57,61,43,57,56,65,55,53,52,62,84,85,80,48,80,59,49,58,53,59,31,40,60,56,58,60,40,39,33,14,12,12,11,9,5,5,63
16757,73,18,177,70,1.0,3,3,1,80.0,47.0,46.0,65.0,27.0,49.0,44,48,42,48,44,67,42,36,43,62,76,83,77,48,82,52,38,70,47,36,31,16,46,48,57,43,30,25,29,14,13,11,14,10,3,3,58
8705,66,31,186,90,3.0,3,2,1,45.0,68.0,56.0,58.0,43.0,76.0,59,63,74,56,70,56,61,46,52,65,41,49,47,64,52,80,77,58,84,65,76,42,71,58,79,64,42,38,29,13,14,9,9,7,3,3,66
18729,70,18,176,72,2.0,2,2,1,80.0,48.0,41.0,51.0,18.0,48.0,31,53,40,47,40,46,41,28,31,49,78,81,76,55,72,45,51,53,50,40,34,17,58,50,51,42,16,14,20,10,6,14,11,10,5,1,52
17762,64,21,180,68,2.0,3,2,1,63.0,58.0,40.0,55.0,22.0,46.0,35,60,61,40,38,53,44,33,34,54,62,63,58,56,70,56,66,52,47,58,29,15,55,49,67,51,20,18,15,8,5,13,6,9,3,3,56
15081,69,22,171,72,1.0,3,2,1,71.0,38.0,52.0,60.0,55.0,59.0,62,31,45,56,29,57,48,41,44,59,74,68,72,56,78,54,74,71,56,40,48,55,44,47,35,52,52,61,55,6,5,11,10,12,3,3,61
15128,76,17,186,81,1.0,3,2,1,67.0,34.0,43.0,44.0,60.0,67.0,30,25,57,63,26,33,31,26,39,51,68,67,54,54,53,64,65,67,72,25,57,60,23,30,50,55,55,62,67,7,13,10,12,8,3,3,61
19199,58,19,175,56,1.0,3,2,1,61.0,26.0,31.0,43.0,46.0,43.0,32,26,38,32,22,45,32,30,27,31,65,58,50,47,83,25,61,62,30,24,46,47,36,32,32,35,47,48,45,15,12,10,8,14,5,3,48
261,90,22,186,90,1.0,3,2,2,81.0,43.0,62.0,68.0,81.0,81.0,48,39,82,76,27,69,32,28,72,69,70,90,60,77,66,60,87,65,88,40,83,77,47,58,39,71,78,84,90,6,7,8,15,9,5,3,82
18464,59,24,177,70,1.0,3,2,1,82.0,41.0,46.0,53.0,26.0,54.0,45,40,34,50,41,49,49,35,45,50,81,82,79,52,63,45,55,59,58,36,39,25,45,43,45,46,25,27,24,9,8,9,6,11,3,3,53
